emancipation-nn' emancipate-vb'
dueller-nn' duel-vb'
drink-nn' drink-vb'
supersedure-nn' supersede-vb'
pampering-nn' pamper-vb'
skydiver-nn' skydive-vb'
skydiver-nn' sky-dive-vb'
mark-nn' mark-vb'
stinging-nn' sting-vb'
elongation-nn' elongate-vb'
nurser-nn' nurse-vb'
individuation-nn' individuate-vb'
tourer-nn' tour-vb'
squeezing-nn' squeeze-vb'
deceleration-nn' decelerate-vb'
dealer-nn' deal-vb'
reissue-nn' reissue-vb'
symboliser-nn' symbolise-vb'
demolishing-nn' demolish-vb'
twitch-nn' twitch-vb'
embroiderer-nn' embroider-vb'
tobogganist-nn' toboggan-vb'
bomber-nn' bomb-vb'
defoliation-nn' defoliate-vb'
care-nn' care-vb'
reinforcer-nn' reinforce-vb'
entertainer-nn' entertain-vb'
opacification-nn' opacify-vb'
seal-nn' seal-vb'
romanticization-nn' romanticize-vb'
rustic-nn' rusticate-vb'
muss-nn' muss-vb'
atrophy-nn' atrophy-vb'
coiner-nn' coin-vb'
inducer-nn' induce-vb'
tearing-nn' tear-vb'
painter-nn' paint-vb'
hatchery-nn' hatch-vb'
syphon-nn' syphon-vb'
silver-plate-nn' silverplate-vb'
silver-plate-nn' silver-plate-vb'
desperate-nn' despair-vb'
propagator-nn' propagate-vb'
bulge-nn' bulge-vb'
touchdown-nn' touch-down-vb'
seeing-nn' see-vb'
compartment-nn' compartmentalise-vb'
compartment-nn' compartmentalize-vb'
clamor-nn' clamor-vb'
refund-nn' refund-vb'
despair-nn' despair-vb'
introvert-nn' introvert-vb'
anesthetic-nn' anesthetise-vb'
anesthetic-nn' anesthetize-vb'
indexing-nn' index-vb'
fixation-nn' fixate-vb'
pronunciation-nn' pronounce-vb'
prowl-nn' prowl-vb'
scout-nn' scout-vb'
arranger-nn' arrange-vb'
film-nn' film-vb'
organization-nn' organize-vb'
combustion-nn' combust-vb'
horror-nn' horrify-vb'
re-afforestation-nn' re-afforest-vb'
wrestling-nn' wrestle-vb'
disgust-nn' disgust-vb'
fumigator-nn' fumigate-vb'
pleader-nn' plead-vb'
widow-nn' widow-vb'
lamentation-nn' lament-vb'
inebriant-nn' inebriate-vb'
choker-nn' choke-vb'
corrosion-nn' corrode-vb'
triple-spacing-nn' triple-space-vb'
tantalization-nn' tantalize-vb'
guard-nn' guard-vb'
send-off-nn' send-off-vb'
humiliation-nn' humiliate-vb'
ranting-nn' rant-vb'
gut-nn' gut-vb'
coaxing-nn' coax-vb'
insurance-nn' insure-vb'
clasp-nn' clasp-vb'
mottling-nn' mottle-vb'
scourger-nn' scourge-vb'
joint-nn' joint-vb'
carving-nn' carve-vb'
hustle-nn' hustle-vb'
forbiddance-nn' forbid-vb'
mixer-nn' mix-vb'
haul-nn' haul-vb'
case-nn' case-vb'
catechism-nn' catechize-vb'
catechism-nn' catechise-vb'
nitric-acid-nn' nitrify-vb'
nitric-acid-nn' nitrate-vb'
disunion-nn' disunite-vb'
swap-nn' swap-vb'
streaker-nn' streak-vb'
moistener-nn' moisten-vb'
fondling-nn' fondle-vb'
decipherer-nn' decipher-vb'
paring-nn' pare-vb'
counterclaim-nn' counterclaim-vb'
merrymaking-nn' make-merry-vb'
hike-nn' hike-vb'
dietary-nn' diet-vb'
exultation-nn' exult-vb'
defoliator-nn' defoliate-vb'
unionisation-nn' unionise-vb'
workout-nn' work-out-vb'
mixing-nn' mix-vb'
yelling-nn' yell-vb'
founding-nn' found-vb'
cinch-nn' cinch-vb'
transplanter-nn' transplant-vb'
purification-nn' purify-vb'
cocain-nn' cocainise-vb'
cocain-nn' cocainize-vb'
usher-nn' usher-vb'
precipitate-nn' precipitate-vb'
zigzag-nn' zigzag-vb'
pricking-nn' prick-vb'
troop-nn' troop-vb'
bootlegger-nn' bootleg-vb'
permission-nn' permit-vb'
nibbler-nn' nibble-vb'
hail-nn' hail-vb'
kneeler-nn' kneel-vb'
standardiser-nn' standardise-vb'
loft-nn' loft-vb'
loan-nn' loan-vb'
twist-nn' twist-vb'
scraper-nn' scrape-vb'
modeller-nn' model-vb'
pigeonhole-nn' pigeonhole-vb'
putout-nn' put-out-vb'
canoe-nn' canoe-vb'
reverse-nn' reverse-vb'
suppresser-nn' suppress-vb'
debut-nn' debut-vb'
procession-nn' proceed-vb'
read-nn' read-vb'
step-nn' step-vb'
monitoring-nn' monitor-vb'
booking-nn' book-vb'
cross-fertilization-nn' cross-fertilize-vb'
spume-nn' spume-vb'
grumbler-nn' grumble-vb'
suer-nn' sue-vb'
necessity-nn' necessitate-vb'
saturation-nn' saturate-vb'
doom-nn' doom-vb'
placement-nn' place-vb'
procreation-nn' procreate-vb'
overcomer-nn' overcome-vb'
instillator-nn' instill-vb'
clown-nn' clown-vb'
boob-nn' boob-vb'
overcast-nn' overcast-vb'
settlement-nn' settle-vb'
ruff-nn' ruff-vb'
listener-nn' listen-vb'
activation-nn' activate-vb'
sheeting-nn' sheet-vb'
auction-nn' auction-vb'
attire-nn' attire-vb'
envy-nn' envy-vb'
spawner-nn' spawn-vb'
denazification-nn' denazify-vb'
fomentation-nn' foment-vb'
pursuit-nn' pursue-vb'
guess-nn' guess-vb'
boss-nn' boss-vb'
fetter-nn' fetter-vb'
aching-nn' ache-vb'
festering-nn' fester-vb'
blowing-nn' blow-vb'
brace-nn' brace-vb'
row-nn' row-vb'
resplendence-nn' resplend-vb'
polymerization-nn' polymerize-vb'
concession-nn' concede-vb'
slaughterer-nn' slaughter-vb'
globalisation-nn' globalise-vb'
subtraction-nn' subtract-vb'
tweak-nn' tweak-vb'
annotation-nn' annotate-vb'
trudge-nn' trudge-vb'
synthesizer-nn' synthesize-vb'
drawl-nn' drawl-vb'
twig-nn' twig-vb'
glisten-nn' glisten-vb'
stapler-nn' staple-vb'
timer-nn' time-vb'
compliance-nn' comply-vb'
purgation-nn' purge-vb'
hummer-nn' hum-vb'
markup-nn' mark-up-vb'
botheration-nn' bother-vb'
detachment-nn' detach-vb'
malfunction-nn' malfunction-vb'
enucleation-nn' enucleate-vb'
hurdle-nn' hurdle-vb'
personification-nn' personify-vb'
alert-nn' alert-vb'
penalty-nn' penalise-vb'
stunting-nn' stunt-vb'
turning-nn' turn-vb'
hedge-nn' hedge-vb'
encroacher-nn' encroach-vb'
skinny-dip-nn' skinny-dip-vb'
cooperator-nn' cooperate-vb'
leveller-nn' level-vb'
subpoena-nn' subpoena-vb'
solmization-nn' solmizate-vb'
glorification-nn' glorify-vb'
abnegation-nn' abnegate-vb'
fumigation-nn' fumigate-vb'
tussle-nn' tussle-vb'
procural-nn' procure-vb'
inventorying-nn' inventory-vb'
truckler-nn' truckle-vb'
treadle-nn' treadle-vb'
cozenage-nn' cozen-vb'
permutation-nn' permute-vb'
skim-nn' skim-vb'
limper-nn' limp-vb'
persistence-nn' persist-vb'
remittal-nn' remit-vb'
confederacy-nn' confederate-vb'
assessment-nn' assess-vb'
verbalization-nn' verbalize-vb'
collectivisation-nn' collectivise-vb'
persuasion-nn' persuade-vb'
requital-nn' requite-vb'
embellishment-nn' embellish-vb'
callus-nn' callus-vb'
linkup-nn' link-up-vb'
syncretism-nn' syncretize-vb'
aggregate-nn' aggregate-vb'
hydrolysis-nn' hydrolize-vb'
hydrolysis-nn' hydrolise-vb'
adherent-nn' adhere-vb'
decimal-nn' decimalize-vb'
decimal-nn' decimalise-vb'
underlayment-nn' underlay-vb'
horsewhip-nn' horsewhip-vb'
reprehension-nn' reprehend-vb'
atom-nn' atomize-vb'
atom-nn' atomise-vb'
saw-nn' saw-vb'
conquering-nn' conquer-vb'
die-nn' die-vb'
collaborator-nn' collaborate-vb'
disappearing-nn' disappear-vb'
adviser-nn' advise-vb'
volunteer-nn' volunteer-vb'
repatriate-nn' repatriate-vb'
yell-nn' yell-vb'
purveyor-nn' purvey-vb'
skittle-nn' skittle-vb'
shill-nn' shill-vb'
ruling-nn' rule-vb'
playback-nn' play-back-vb'
synchronizing-nn' synchronize-vb'
blend-nn' blend-vb'
foray-nn' foray-vb'
metabolism-nn' metabolize-vb'
parry-nn' parry-vb'
bacterium-nn' bacterize-vb'
bacterium-nn' bacterise-vb'
reconnoitring-nn' reconnoitre-vb'
kip-nn' kip-vb'
hush-nn' hush-vb'
triplicate-nn' triplicate-vb'
triplicate-nn' triple-vb'
choir-nn' choir-vb'
wasting-nn' waste-vb'
popularisation-nn' popularise-vb'
succession-nn' succeed-vb'
microfilm-nn' microfilm-vb'
differentiator-nn' differentiate-vb'
obtention-nn' obtain-vb'
wassailer-nn' wassail-vb'
exportation-nn' export-vb'
optimization-nn' optimize-vb'
motorization-nn' motorize-vb'
tippler-nn' tipple-vb'
placation-nn' placate-vb'
reporting-nn' report-vb'
hazard-nn' hazard-vb'
jiggle-nn' jiggle-vb'
absorbate-nn' absorb-vb'
lineup-nn' line-up-vb'
castrate-vb' neuter-nn'
castrate-vb' neutering-nn'
regaining-nn' regain-vb'
sponge-nn' sponge-vb'
explosion-nn' explode-vb'
jelly-nn' jellify-vb'
jelly-nn' jelly-vb'
carriage-nn' carry-vb'
assaulter-nn' assault-vb'
class-nn' class-vb'
class-nn' classify-vb'
brandish-nn' brandish-vb'
batch-nn' batch-vb'
frame-nn' frame-vb'
sifter-nn' sift-vb'
complexifier-nn' complexify-vb'
airlift-nn' airlift-vb'
blood-nn' blood-vb'
accreditation-nn' accredit-vb'
furcation-nn' furcate-vb'
keeper-nn' keep-vb'
dreaming-nn' dream-vb'
tram-nn' tram-vb'
blazon-nn' blazon-vb'
flying-nn' fly-vb'
perceiver-nn' perceive-vb'
cutout-nn' cut-out-vb'
trowel-nn' trowel-vb'
second-nn' second-vb'
barb-nn' barb-vb'
meeter-nn' meet-vb'
darkening-nn' darken-vb'
opalescence-nn' opalesce-vb'
roofer-nn' roof-vb'
governor-nn' govern-vb'
irrigation-nn' irrigate-vb'
prospect-nn' prospect-vb'
titrator-nn' titrate-vb'
innovator-nn' innovate-vb'
sorting-nn' sort-vb'
disinfectant-nn' disinfect-vb'
mute-nn' mute-vb'
cleat-nn' cleat-vb'
cypher-nn' cypher-vb'
murmuration-nn' murmur-vb'
closet-nn' closet-vb'
circumcision-nn' circumcise-vb'
undulation-nn' undulate-vb'
ferret-nn' ferret-vb'
domiciliation-nn' domiciliate-vb'
formalization-nn' formalize-vb'
golfing-nn' golf-vb'
bum-nn' bum-vb'
snuggling-nn' snuggle-vb'
gesture-nn' gesture-vb'
gesture-nn' gesticulate-vb'
maintainer-nn' maintain-vb'
inspiration-nn' inspire-vb'
doodle-nn' doodle-vb'
strangling-nn' strangle-vb'
pop-nn' pop-vb'
originator-nn' originate-vb'
giggler-nn' giggle-vb'
restrainer-nn' restrain-vb'
lingerer-nn' linger-vb'
overflow-nn' overflow-vb'
feeler-nn' feel-vb'
untier-nn' untie-vb'
attainment-nn' attain-vb'
toe-nn' toe-vb'
imbiber-nn' imbibe-vb'
outfitter-nn' outfit-vb'
obstipation-nn' obstipate-vb'
conjecture-nn' conjecture-vb'
sign-nn' signify-vb'
sign-nn' sign-vb'
vibration-nn' vibrate-vb'
aggrandisement-nn' aggrandise-vb'
walker-nn' walk-vb'
clustering-nn' cluster-vb'
smooth-nn' smooth-vb'
grazing-nn' graze-vb'
brag-nn' brag-vb'
fodder-nn' fodder-vb'
cauterant-nn' cauterize-vb'
displeasure-nn' displease-vb'
spread-nn' spread-vb'
slacker-nn' slack-vb'
stifling-nn' stifle-vb'
jailor-nn' jail-vb'
struggle-nn' struggle-vb'
trap-nn' trap-vb'
injection-nn' inject-vb'
telepathy-nn' telepathize-vb'
conserve-nn' conserve-vb'
ladder-nn' ladder-vb'
touching-nn' touch-vb'
spin-nn' spin-vb'
condenser-nn' condense-vb'
flashback-nn' flash-back-vb'
lecturer-nn' lecture-vb'
cannula-nn' cannulate-vb'
posture-nn' posture-vb'
anatomy-nn' anatomise-vb'
anatomy-nn' anatomize-vb'
decorator-nn' decorate-vb'
sway-nn' sway-vb'
leaver-nn' leave-vb'
preoccupancy-nn' preoccupy-vb'
hollo-nn' hollo-vb'
plastination-nn' plastinate-vb'
ride-nn' ride-vb'
deputy-nn' deputise-vb'
deputy-nn' deputize-vb'
propeller-nn' propel-vb'
fuckup-nn' fuck-up-vb'
planner-nn' plan-vb'
transportation-nn' transport-vb'
odor-nn' odorize-vb'
cant-nn' cant-vb'
restriction-nn' restrict-vb'
spiritualisation-nn' spiritualise-vb'
clangour-nn' clangour-vb'
interpreter-nn' interpret-vb'
rehash-nn' rehash-vb'
tomahawk-nn' tomahawk-vb'
hobbler-nn' hobble-vb'
petrification-nn' petrify-vb'
binge-nn' binge-vb'
splicer-nn' splice-vb'
shout-nn' shout-vb'
psalmist-nn' psalm-vb'
magnetization-nn' magnetize-vb'
invader-nn' invade-vb'
incubator-nn' incubate-vb'
idealisation-nn' idealise-vb'
rationing-nn' ration-vb'
conjuring-nn' conjure-vb'
squinter-nn' squint-vb'
harrow-nn' harrow-vb'
justifier-nn' justify-vb'
detainee-nn' detain-vb'
howler-nn' howl-vb'
comforter-nn' comfort-vb'
blueprint-nn' blueprint-vb'
dropkick-vb' dropkicker-nn'
wrestle-nn' wrestle-vb'
happening-nn' happen-vb'
refusal-nn' refuse-vb'
factor-nn' factor-vb'
factor-nn' factorize-vb'
revel-nn' revel-vb'
electorate-nn' elect-vb'
sparer-nn' spare-vb'
trench-nn' trench-vb'
race-nn' race-vb'
deportation-nn' deport-vb'
wonderer-nn' wonder-vb'
crimp-nn' crimp-vb'
rubberneck-nn' rubberneck-vb'
babbling-nn' babble-vb'
pauper-nn' pauperize-vb'
peeing-nn' pee-vb'
glass-nn' glass-vb'
fastener-nn' fasten-vb'
emphasizing-nn' emphasize-vb'
intubation-nn' intubate-vb'
degustation-nn' degust-vb'
hiker-nn' hike-vb'
grouse-nn' grouse-vb'
cricketer-nn' cricket-vb'
wade-nn' wade-vb'
housing-nn' house-vb'
planning-nn' plan-vb'
recuperation-nn' recuperate-vb'
banquet-nn' banquet-vb'
saunterer-nn' saunter-vb'
sneezer-nn' sneeze-vb'
discharge-nn' discharge-vb'
disesteem-nn' disesteem-vb'
exhumation-nn' exhume-vb'
contracture-nn' contract-vb'
choke-nn' choke-vb'
golf-nn' golf-vb'
toddler-nn' toddle-vb'
lithographer-nn' lithograph-vb'
picket-nn' picket-vb'
immigration-nn' immigrate-vb'
brew-nn' brew-vb'
prawn-nn' prawn-vb'
pollution-nn' pollute-vb'
racket-nn' racket-vb'
intruder-nn' intrude-vb'
sonnet-nn' sonnet-vb'
keynote-nn' keynote-vb'
conceptualization-nn' conceptualize-vb'
buggery-nn' bugger-vb'
transmittal-nn' transmit-vb'
azure-nn' azure-vb'
faultfinder-nn' find-fault-vb'
saber-nn' saber-vb'
mistiming-nn' mistime-vb'
scandal-nn' scandalise-vb'
scandal-nn' scandalize-vb'
neighbour-nn' neighbour-vb'
coax-nn' coax-vb'
terrace-nn' terrace-vb'
foliation-nn' foliate-vb'
bravo-nn' bravo-vb'
cancel-nn' cancel-vb'
superfetation-nn' superfetate-vb'
hugger-nn' hug-vb'
specializer-nn' specialize-vb'
flow-nn' flow-vb'
squanderer-nn' squander-vb'
defiler-nn' defile-vb'
minister-nn' minister-vb'
figuration-nn' figure-vb'
shutter-nn' shut-vb'
shutter-nn' shutter-vb'
dieter-nn' diet-vb'
collectivization-nn' collectivize-vb'
expansion-nn' expand-vb'
speck-nn' speck-vb'
girth-nn' girth-vb'
oxide-nn' oxidise-vb'
oxide-nn' oxidize-vb'
approach-nn' approach-vb'
honeymoon-nn' honeymoon-vb'
suggestion-nn' suggest-vb'
condition-nn' condition-vb'
outfitting-nn' outfit-vb'
worriment-nn' worry-vb'
melanin-nn' melanize-vb'
designing-nn' design-vb'
signalisation-nn' signalise-vb'
narrow-nn' narrow-vb'
tether-nn' tether-vb'
antecedency-nn' antecede-vb'
articulator-nn' articulate-vb'
shunter-nn' shunt-vb'
essay-nn' essay-vb'
reticulation-nn' reticulate-vb'
rise-nn' rise-vb'
compliancy-nn' comply-vb'
burst-nn' burst-vb'
chute-nn' chute-vb'
towel-nn' towel-vb'
usurper-nn' usurp-vb'
legislator-nn' legislate-vb'
rustication-nn' rusticate-vb'
toucher-nn' touch-vb'
motivation-nn' motivate-vb'
snap-nn' snap-vb'
composition-nn' compose-vb'
respirator-nn' respire-vb'
sugar-nn' sugar-vb'
curvet-nn' curvet-vb'
fool-nn' fool-vb'
polymerisation-nn' polymerise-vb'
accrual-nn' accrue-vb'
ballup-nn' ball-up-vb'
memorizer-nn' memorize-vb'
production-nn' produce-vb'
lion-nn' lionize-vb'
muckraker-nn' muckrake-vb'
foreclosure-nn' foreclose-vb'
pioneer-nn' pioneer-vb'
diet-nn' diet-vb'
plodding-nn' plod-vb'
cheerer-nn' cheer-vb'
embankment-nn' embank-vb'
turnover-nn' turn-over-vb'
crier-nn' cry-vb'
bombination-nn' bombinate-vb'
liquidation-nn' liquidate-vb'
superposition-nn' superpose-vb'
speedup-nn' speed-up-vb'
transition-nn' transition-vb'
transition-nn' transit-vb'
overachievement-nn' overachieve-vb'
yowl-nn' yowl-vb'
quarrier-nn' quarry-vb'
ferment-nn' ferment-vb'
listing-nn' list-vb'
overlayer-nn' overlay-vb'
chip-nn' chip-vb'
jewel-nn' jewel-vb'
standby-nn' stand-by-vb'
betrayer-nn' betray-vb'
scatter-nn' scatter-vb'
baa-nn' baa-vb'
motion-nn' motion-vb'
motion-nn' move-vb'
bruiser-nn' bruise-vb'
selling-nn' sell-vb'
transit-nn' transit-vb'
steamer-nn' steamer-vb'
steamer-nn' steam-vb'
bounder-nn' bound-vb'
bucket-nn' bucket-vb'
whelk-nn' whelk-vb'
collar-nn' collar-vb'
marginalisation-nn' marginalise-vb'
instilling-nn' instill-vb'
reenactment-nn' reenact-vb'
bluffer-nn' bluff-vb'
inconvenience-nn' inconvenience-vb'
recreation-nn' recreate-vb'
emigrant-nn' emigrate-vb'
eradicator-nn' eradicate-vb'
supersession-nn' supersede-vb'
invitee-nn' invite-vb'
takeaway-nn' take-away-vb'
hurry-nn' hurry-vb'
initiator-nn' initiate-vb'
strider-nn' stride-vb'
marketing-nn' market-vb'
hex-nn' hex-vb'
cultivation-nn' cultivate-vb'
acerbity-nn' acerbate-vb'
clap-nn' clap-vb'
officiation-nn' officiate-vb'
gibberish-nn' gibber-vb'
growling-nn' growl-vb'
encoding-nn' encode-vb'
jilt-nn' jilt-vb'
packing-nn' pack-vb'
upholsterer-nn' upholster-vb'
foiling-nn' foil-vb'
comment-nn' comment-vb'
comment-nn' commentate-vb'
scrutinizer-nn' scrutinize-vb'
apparition-nn' appear-vb'
outlaw-nn' outlaw-vb'
announcement-nn' announce-vb'
giving-nn' give-vb'
bill-nn' bill-vb'
retardation-nn' retard-vb'
death-nn' die-vb'
monetisation-nn' monetise-vb'
subsister-nn' subsist-vb'
lack-nn' lack-vb'
extension-nn' extend-vb'
award-nn' award-vb'
bobber-nn' bob-vb'
eradication-nn' eradicate-vb'
sentimentalisation-nn' sentimentalise-vb'
reliance-nn' rely-vb'
stomper-nn' stomp-vb'
sprawling-nn' sprawl-vb'
slouch-nn' slouch-vb'
percher-nn' perch-vb'
mortgage-nn' mortgage-vb'
supplanting-nn' supplant-vb'
keep-nn' keep-vb'
coke-nn' coke-vb'
moonshiner-nn' moonshine-vb'
thrashing-nn' thrash-vb'
binding-nn' bind-vb'
pitter-patter-nn' pitter-patter-vb'
tremor-nn' tremor-vb'
advisor-nn' advise-vb'
traveling-nn' travel-vb'
formication-nn' formicate-vb'
predicate-nn' predicate-vb'
lining-nn' line-vb'
photocopier-nn' photocopy-vb'
canalization-nn' canalize-vb'
canalization-nn' canal-vb'
adapter-nn' adapt-vb'
transplanting-nn' transplant-vb'
poker-nn' poke-vb'
palsy-nn' palsy-vb'
co-star-nn' co-star-vb'
strengthening-nn' strengthen-vb'
coinsurance-nn' coinsure-vb'
order-nn' order-vb'
dissolution-nn' dissolve-vb'
vacationer-nn' vacation-vb'
bludgeoner-nn' bludgeon-vb'
embezzlement-nn' embezzle-vb'
perusing-nn' peruse-vb'
gestation-nn' gestate-vb'
decalcification-nn' decalcify-vb'
comeback-nn' come-back-vb'
brushup-nn' brush-up-vb'
nausea-nn' nauseate-vb'
melody-nn' melodize-vb'
hurdler-nn' hurdle-vb'
supervising-nn' supervise-vb'
repeat-nn' repeat-vb'
deterioration-nn' deteriorate-vb'
specialist-nn' specialize-vb'
specialist-nn' specialise-vb'
smasher-nn' smash-vb'
coat-nn' coat-vb'
exertion-nn' exert-vb'
opponent-nn' oppose-vb'
puncher-nn' punch-vb'
transducer-nn' transduce-vb'
acquisition-nn' acquire-vb'
investiture-nn' invest-vb'
breccia-nn' brecciate-vb'
buildup-nn' build-up-vb'
roach-nn' roach-vb'
occupation-nn' occupy-vb'
carbonic-acid-nn' carbonate-vb'
fighting-nn' fight-vb'
edge-nn' edge-vb'
extractor-nn' extract-vb'
glamorisation-nn' glamorise-vb'
hog-nn' hog-vb'
portage-nn' port-vb'
reconstruction-nn' reconstruct-vb'
termination-nn' terminate-vb'
dither-nn' dither-vb'
kickback-nn' kick-back-vb'
scab-nn' scab-vb'
commiseration-nn' commiserate-vb'
reticulum-nn' reticulate-vb'
emancipator-nn' emancipate-vb'
ruck-nn' ruck-vb'
favor-nn' favor-vb'
expiation-nn' expiate-vb'
patent-nn' patent-vb'
starboard-nn' starboard-vb'
loader-nn' load-vb'
venerator-nn' venerate-vb'
officiating-nn' officiate-vb'
dinner-nn' dine-vb'
bastardisation-nn' bastardise-vb'
furnishing-nn' furnish-vb'
withdrawer-nn' withdraw-vb'
nasalization-nn' nasalize-vb'
plundering-nn' plunder-vb'
entrapment-nn' entrap-vb'
bereavement-nn' bereave-vb'
steerage-nn' steer-vb'
leveler-nn' level-vb'
boating-nn' boat-vb'
elegy-nn' elegize-vb'
refinery-nn' refine-vb'
tango-nn' tango-vb'
provider-nn' provide-vb'
garnishment-nn' garnish-vb'
polish-nn' polish-vb'
ordering-nn' order-vb'
squirm-nn' squirm-vb'
toaster-nn' toast-vb'
neuter-nn' neuter-vb'
mummy-nn' mummify-vb'
irradiation-nn' irradiate-vb'
martyr-nn' martyrize-vb'
martyr-nn' martyr-vb'
screech-nn' screech-vb'
turn-on-nn' turn-on-vb'
flag-nn' flag-vb'
beeper-nn' beep-vb'
trim-nn' trim-vb'
exit-nn' exit-vb'
suds-nn' suds-vb'
winder-nn' wind-vb'
gourmandizer-nn' gourmandize-vb'
positioning-nn' position-vb'
cognisance-nn' cognise-vb'
hemstitch-nn' hemstitch-vb'
stirrer-nn' stir-vb'
divorcement-nn' divorce-vb'
urgency-nn' urge-vb'
paperer-nn' paper-vb'
characterisation-nn' characterise-vb'
nomination-nn' nominate-vb'
release-nn' release-vb'
nasalisation-nn' nasalise-vb'
submariner-nn' submarine-vb'
presentment-nn' present-vb'
forestry-nn' forest-vb'
chunk-nn' chunk-vb'
shoulder-nn' shoulder-vb'
bash-nn' bash-vb'
character-nn' characterize-vb'
character-nn' character-vb'
character-nn' characterise-vb'
eviction-nn' evict-vb'
slash-nn' slash-vb'
stopover-nn' stop-over-vb'
sentence-nn' sentence-vb'
fragment-nn' fragment-vb'
fragment-nn' fragmentize-vb'
redefinition-nn' redefine-vb'
strum-nn' strum-vb'
armour-nn' armour-vb'
help-nn' help-vb'
memorise-vb' memory-nn'
canton-nn' canton-vb'
rigout-nn' rig-out-vb'
torturer-nn' torture-vb'
experience-nn' experience-vb'
alphabetiser-nn' alphabetise-vb'
debriefing-nn' debrief-vb'
thriller-nn' thrill-vb'
mystification-nn' mystify-vb'
submitter-nn' submit-vb'
disarming-nn' disarm-vb'
misunderstanding-nn' misunderstand-vb'
articulation-nn' articulate-vb'
disquiet-nn' disquiet-vb'
foot-nn' foot-vb'
unfastener-nn' unfasten-vb'
muster-nn' muster-vb'
tuck-nn' tuck-vb'
growing-nn' grow-vb'
misconception-nn' misconceive-vb'
